tab_log_data;tab_log_log
"2025-02-11 11:03:18";"{""log"": ""venda_prazo"", ""id_venda"": 1251, ""id_entidade"": 2}"
"2025-02-11 11:07:14";"{""log"": ""venda_prazo"", ""id_venda"": 1344, ""id_entidade"": 2}"
"2025-02-11 11:10:46";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1346, ""id_entidade"": 2}"
"2025-02-11 11:21:04";"{""log"": ""venda_prazo"", ""id_venda"": 1348, ""id_entidade"": 2}"
"2025-02-11 14:37:31";"{""log"": ""venda_prazo"", ""id_venda"": 1356, ""id_entidade"": 2}"
"2025-02-11 14:40:50";"{""log"": ""venda_prazo"", ""id_venda"": 1357, ""id_entidade"": 2}"
"2025-02-11 14:52:32";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-11 14:52:32";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-11 15:12:56";"{""log"": ""venda_prazo"", ""id_venda"": 1359, ""id_entidade"": 2}"
"2025-02-11 15:43:21";"{""log"": ""venda_prazo"", ""id_venda"": 1359, ""id_entidade"": 2}"
"2025-02-11 15:57:10";"{""log"": ""venda_prazo"", ""id_venda"": 1361, ""id_entidade"": 2}"
"2025-02-11 15:58:35";"{""log"": ""venda_prazo"", ""id_venda"": 1361, ""id_entidade"": 2}"
"2025-02-11 16:08:39";"{""log"": ""estorno_venda"", ""obs"": ""cancelou"", ""id_venda"": 1360, ""id_entidade"": 2}"
"2025-02-11 17:13:10";"{""log"": ""estorno_venda"", ""obs"": ""devolveu"", ""id_venda"": 1163, ""id_entidade"": 2}"
"2025-02-11 18:29:19";"{""log"": ""estorno_venda"", ""obs"": ""Valor errado, era para ser 90,00"", ""id_venda"": 1325, ""id_entidade"": 1}"
"2025-02-11 18:31:18";"{""log"": ""venda_prazo"", ""id_venda"": 1367, ""id_entidade"": 2}"
"2025-02-11 18:32:26";"{""log"": ""estorno_item"", ""id_venda"": 1368, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-11 18:46:35";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1369, ""id_entidade"": 2}"
"2025-02-11 19:27:29";"{""log"": ""estorno_venda"", ""obs"": ""foi entregar nao tinha ninguem e nao responde mais"", ""id_venda"": 1366, ""id_entidade"": 2}"
"2025-02-12 09:32:38";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 1376, ""id_entidade"": 2}"
"2025-02-12 11:47:45";"{""log"": ""estorno_item"", ""id_venda"": 1382, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-12 11:50:06";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1383, ""id_entidade"": 2}"
"2025-02-12 11:50:31";"{""log"": ""estorno_item"", ""id_venda"": 1384, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-12 11:50:48";"{""log"": ""venda_prazo"", ""id_venda"": 1384, ""id_entidade"": 2}"
"2025-02-12 11:52:27";"{""log"": ""estorno_item"", ""id_venda"": 1386, ""id_entidade"": 2, ""id_vendaitem"": 2}"
"2025-02-12 11:52:51";"{""log"": ""venda_prazo"", ""id_venda"": 1387, ""id_entidade"": 2}"
"2025-02-12 12:16:09";"{""log"": ""venda_prazo"", ""id_venda"": 1390, ""id_entidade"": 2}"
"2025-02-12 14:52:57";"{""log"": ""venda_prazo"", ""id_venda"": 1397, ""id_entidade"": 2}"
"2025-02-12 14:53:23";"{""log"": ""venda_prazo"", ""id_venda"": 1399, ""id_entidade"": 2}"
"2025-02-12 15:41:58";"{""log"": ""venda_prazo"", ""id_venda"": 1400, ""id_entidade"": 2}"
"2025-02-12 15:47:34";"{""log"": ""venda_prazo"", ""id_venda"": 1397, ""id_entidade"": 2}"
"2025-02-12 15:48:14";"{""log"": ""venda_prazo"", ""id_venda"": 1397, ""id_entidade"": 2}"
"2025-02-13 11:32:43";"{""log"": ""venda_prazo"", ""id_venda"": 1412, ""id_entidade"": 2}"
"2025-02-13 14:48:34";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1418, ""id_entidade"": 2}"
"2025-02-13 19:08:42";"{""log"": ""venda_prazo"", ""id_venda"": 1420, ""id_entidade"": 2}"
"2025-02-13 19:45:20";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-13 19:45:20";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-14 12:01:31";"{""log"": ""venda_prazo"", ""id_venda"": 1426, ""id_entidade"": 2}"
"2025-02-14 12:01:54";"{""log"": ""venda_prazo"", ""id_venda"": 1426, ""id_entidade"": 2}"
"2025-02-14 12:21:37";"{""log"": ""venda_prazo"", ""id_venda"": 1428, ""id_entidade"": 2}"
"2025-02-14 12:23:15";"{""log"": ""estorno_venda"", ""obs"": ""devolveu"", ""id_venda"": 1387, ""id_entidade"": 2}"
"2025-02-14 13:48:34";"{""log"": ""venda_prazo"", ""id_venda"": 1435, ""id_entidade"": 2}"
"2025-02-14 17:11:12";"{""log"": ""venda_prazo"", ""id_venda"": 1143, ""id_entidade"": 2}"
"2025-02-14 17:20:37";"{""log"": ""venda_prazo"", ""id_venda"": 1438, ""id_entidade"": 2}"
"2025-02-14 17:42:43";"{""log"": ""venda_prazo"", ""id_venda"": 1440, ""id_entidade"": 2}"
"2025-02-14 20:07:06";"{""log"": ""venda_prazo"", ""id_venda"": 1445, ""id_entidade"": 2}"
"2025-02-14 20:07:28";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 77.5, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-14 20:07:28";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-15 10:00:11";"{""log"": ""venda_prazo"", ""id_venda"": 1452, ""id_entidade"": 2}"
"2025-02-15 10:02:08";"{""log"": ""venda_prazo"", ""id_venda"": 1454, ""id_entidade"": 2}"
"2025-02-15 10:11:17";"{""log"": ""venda_prazo"", ""id_venda"": 1455, ""id_entidade"": 2}"
"2025-02-15 12:40:05";"{""log"": ""venda_prazo"", ""id_venda"": 1464, ""id_entidade"": 2}"
"2025-02-15 12:41:19";"{""log"": ""venda_prazo"", ""id_venda"": 1465, ""id_entidade"": 2}"
"2025-02-15 13:47:11";"{""log"": ""venda_prazo"", ""id_venda"": 1467, ""id_entidade"": 2}"
"2025-02-15 16:10:58";"{""log"": ""venda_prazo"", ""id_venda"": 1472, ""id_entidade"": 2}"
"2025-02-15 16:27:57";"{""log"": ""venda_prazo"", ""id_venda"": 1473, ""id_entidade"": 2}"
"2025-02-15 16:42:00";"{""log"": ""venda_prazo"", ""id_venda"": 1474, ""id_entidade"": 2}"
"2025-02-15 16:43:03";"{""log"": ""estorno_item"", ""id_venda"": 1476, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-15 19:02:43";"{""log"": ""venda_prazo"", ""id_venda"": 1481, ""id_entidade"": 2}"
"2025-02-15 19:03:43";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 2, ""custoun"": 78, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-15 19:03:43";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 2, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-15 19:53:59";"{""log"": ""venda_prazo"", ""id_venda"": 1482, ""id_entidade"": 2}"
"2025-02-16 13:40:47";"{""log"": ""venda_prazo"", ""id_venda"": 1496, ""id_entidade"": 170}"
"2025-02-16 13:58:19";"{""log"": ""venda_prazo"", ""id_venda"": 1497, ""id_entidade"": 170}"
"2025-02-17 09:04:35";"{""log"": ""venda_prazo"", ""id_venda"": 1500, ""id_entidade"": 170}"
"2025-02-17 11:16:10";"{""log"": ""estorno_item"", ""id_venda"": 1509, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-17 11:16:31";"{""log"": ""venda_prazo"", ""id_venda"": 1509, ""id_entidade"": 2}"
"2025-02-17 11:26:20";"{""log"": ""venda_prazo"", ""id_venda"": 1482, ""id_entidade"": 2}"
"2025-02-17 11:26:39";"{""log"": ""estorno_venda"", ""obs"": ""devolveu"", ""id_venda"": 1482, ""id_entidade"": 2}"
"2025-02-17 11:27:23";"{""log"": ""estorno_venda"", ""obs"": ""devolveu"", ""id_venda"": 1140, ""id_entidade"": 2}"
"2025-02-17 18:57:06";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1517, ""id_entidade"": 2}"
"2025-02-17 18:58:07";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1512, ""id_entidade"": 2}"
"2025-02-17 20:22:49";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 78, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-17 20:22:49";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-17 20:39:42";"{""log"": ""venda_prazo"", ""id_venda"": 1525, ""id_entidade"": 1}"
"2025-02-18 07:54:24";"{""log"": ""venda_prazo"", ""id_venda"": 1526, ""id_entidade"": 2}"
"2025-02-18 13:18:17";"{""log"": ""venda_prazo"", ""id_venda"": 1536, ""id_entidade"": 2}"
"2025-02-18 15:29:40";"{""log"": ""venda_prazo"", ""id_venda"": 1539, ""id_entidade"": 2}"
"2025-02-18 15:31:04";"{""log"": ""venda_prazo"", ""id_venda"": 1540, ""id_entidade"": 2}"
"2025-02-18 15:33:03";"{""log"": ""venda_prazo"", ""id_venda"": 1541, ""id_entidade"": 2}"
"2025-02-18 15:33:57";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-18 15:33:57";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-18 17:01:53";"{""log"": ""venda_prazo"", ""id_venda"": 1542, ""id_entidade"": 2}"
"2025-02-18 17:41:05";"{""log"": ""venda_prazo"", ""id_venda"": 1542, ""id_entidade"": 170}"
"2025-02-18 18:27:28";"{""log"": ""produto_estoque_secundario_del"", ""obs"": ""Enviado troca para copagas"", ""qtd"": 13, ""id_produto"": 1, ""id_entidade"": 1}"
"2025-02-19 10:41:32";"{""log"": ""venda_prazo"", ""id_venda"": 1562, ""id_entidade"": 2}"
"2025-02-19 11:20:15";"{""log"": ""venda_prazo"", ""id_venda"": 1567, ""id_entidade"": 2}"
"2025-02-19 16:28:31";"{""log"": ""estorno_item"", ""id_venda"": 1571, ""id_entidade"": 2, ""id_vendaitem"": 2}"
"2025-02-19 16:30:22";"{""log"": ""estorno_item"", ""id_venda"": 1571, ""id_entidade"": 2, ""id_vendaitem"": 3}"
"2025-02-19 19:20:35";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1569, ""id_entidade"": 2}"
"2025-02-19 19:21:38";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1573, ""id_entidade"": 2}"
"2025-02-19 19:23:36";"{""log"": ""produto_estoque_secundario_del"", ""obs"": ""Vendeu para Ze Nilson"", ""qtd"": 10, ""id_produto"": 4, ""id_entidade"": 1}"
"2025-02-20 08:11:25";"{""log"": ""venda_prazo"", ""id_venda"": 1581, ""id_entidade"": 2}"
"2025-02-20 14:59:29";"{""log"": ""venda_prazo"", ""id_venda"": 1589, ""id_entidade"": 2}"
"2025-02-20 15:48:14";"{""log"": ""venda_prazo"", ""id_venda"": 1592, ""id_entidade"": 2}"
"2025-02-20 17:29:51";"{""log"": ""venda_prazo"", ""id_venda"": 1593, ""id_entidade"": 2}"
"2025-02-20 17:30:35";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1197, ""id_entidade"": 2}"
"2025-02-21 09:02:31";"{""log"": ""venda_prazo"", ""id_venda"": 1597, ""id_entidade"": 2}"
"2025-02-21 09:38:43";"{""log"": ""venda_prazo"", ""id_venda"": 1598, ""id_entidade"": 2}"
"2025-02-21 10:36:25";"{""log"": ""venda_prazo"", ""id_venda"": 1600, ""id_entidade"": 2}"
"2025-02-21 11:59:02";"{""log"": ""venda_prazo"", ""id_venda"": 1605, ""id_entidade"": 2}"
"2025-02-21 12:03:51";"{""log"": ""venda_prazo"", ""id_venda"": 1610, ""id_entidade"": 2}"
"2025-02-21 14:43:53";"{""log"": ""venda_prazo"", ""id_venda"": 1613, ""id_entidade"": 2}"
"2025-02-21 16:54:28";"{""log"": ""venda_prazo"", ""id_venda"": 1619, ""id_entidade"": 2}"
"2025-02-21 17:54:39";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-21 17:54:39";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-21 19:35:50";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 1624, ""id_entidade"": 170}"
"2025-02-22 08:26:59";"{""log"": ""venda_prazo"", ""id_venda"": 1539, ""id_entidade"": 2}"
"2025-02-22 09:22:18";"{""log"": ""venda_prazo"", ""id_venda"": 1627, ""id_entidade"": 2}"
"2025-02-22 09:22:38";"{""log"": ""estorno_venda"", ""obs"": ""duplicada"", ""id_venda"": 1630, ""id_entidade"": 2}"
"2025-02-22 11:44:28";"{""log"": ""venda_prazo"", ""id_venda"": 1642, ""id_entidade"": 2}"
"2025-02-22 11:45:01";"{""log"": ""venda_prazo"", ""id_venda"": 1643, ""id_entidade"": 2}"
"2025-02-22 11:45:20";"{""log"": ""venda_prazo"", ""id_venda"": 1644, ""id_entidade"": 2}"
"2025-02-22 12:58:54";"{""log"": ""estorno_venda"", ""obs"": ""Duplicado"", ""id_venda"": 1647, ""id_entidade"": 2}"
"2025-02-22 15:48:47";"{""log"": ""venda_prazo"", ""id_venda"": 1659, ""id_entidade"": 2}"
"2025-02-22 16:27:48";"{""log"": ""venda_prazo"", ""id_venda"": 1664, ""id_entidade"": 2}"
"2025-02-22 16:28:02";"{""log"": ""venda_prazo"", ""id_venda"": 1665, ""id_entidade"": 2}"
"2025-02-22 17:48:40";"{""log"": ""estorno_venda"", ""obs"": ""Duplicado"", ""id_venda"": 1653, ""id_entidade"": 2}"
"2025-02-22 17:48:57";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1662, ""id_entidade"": 2}"
"2025-02-22 17:56:55";"{""log"": ""venda_prazo"", ""id_venda"": 883, ""id_entidade"": 2}"
"2025-02-22 17:57:02";"{""log"": ""venda_prazo"", ""id_venda"": 945, ""id_entidade"": 2}"
"2025-02-22 19:16:21";"{""log"": ""venda_prazo"", ""id_venda"": 883, ""id_entidade"": 2}"
"2025-02-22 19:22:33";"{""log"": ""venda_prazo"", ""id_venda"": 883, ""id_entidade"": 2}"
"2025-02-22 19:25:41";"{""log"": ""venda_prazo"", ""id_venda"": 945, ""id_entidade"": 2}"
"2025-02-23 10:37:58";"{""log"": ""estorno_item"", ""id_venda"": 1677, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-23 10:38:06";"{""log"": ""estorno_item"", ""id_venda"": 1677, ""id_entidade"": 2, ""id_vendaitem"": 2}"
"2025-02-23 11:02:59";"{""log"": ""venda_prazo"", ""id_venda"": 1679, ""id_entidade"": 2}"
"2025-02-23 11:30:33";"{""log"": ""venda_prazo"", ""id_venda"": 1680, ""id_entidade"": 2}"
"2025-02-23 11:48:20";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1681, ""id_entidade"": 2}"
"2025-02-23 11:48:44";"{""log"": ""estorno_item"", ""id_venda"": 1682, ""id_entidade"": 2, ""id_vendaitem"": 2}"
"2025-02-23 11:48:45";"{""log"": ""estorno_item"", ""id_venda"": 1682, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-23 12:23:25";"{""log"": ""estorno_item"", ""id_venda"": 1685, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-23 12:23:32";"{""log"": ""venda_prazo"", ""id_venda"": 1685, ""id_entidade"": 2}"
"2025-02-24 08:51:58";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1691, ""id_entidade"": 2}"
"2025-02-24 09:09:48";"{""log"": ""venda_prazo"", ""id_venda"": 1696, ""id_entidade"": 2}"
"2025-02-24 09:11:14";"{""log"": ""venda_prazo"", ""id_venda"": 1695, ""id_entidade"": 2}"
"2025-02-24 11:44:38";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1703, ""id_entidade"": 2}"
"2025-02-24 11:45:54";"{""log"": ""venda_prazo"", ""id_venda"": 1706, ""id_entidade"": 2}"
"2025-02-24 11:52:46";"{""log"": ""venda_prazo"", ""id_venda"": 1706, ""id_entidade"": 2}"
"2025-02-24 12:06:47";"{""log"": ""estorno_venda"", ""obs"": ""errado"", ""id_venda"": 1701, ""id_entidade"": 2}"
"2025-02-24 17:10:03";"{""log"": ""venda_prazo"", ""id_venda"": 1716, ""id_entidade"": 2}"
"2025-02-24 18:05:58";"{""log"": ""estorno_item"", ""id_venda"": 1720, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-02-24 18:09:43";"{""log"": ""estorno_item"", ""id_venda"": 1720, ""id_entidade"": 2, ""id_vendaitem"": 2}"
"2025-02-24 18:09:52";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 1720, ""id_entidade"": 2}"
"2025-02-24 18:30:50";"{""log"": ""venda_prazo"", ""id_venda"": 1722, ""id_entidade"": 2}"
"2025-02-24 19:11:05";"{""log"": ""venda_prazo"", ""id_venda"": 1716, ""id_entidade"": 1}"
"2025-02-24 19:13:05";"{""log"": ""venda_prazo"", ""id_venda"": 1724, ""id_entidade"": 1}"
"2025-02-24 19:56:55";"{""log"": ""venda_prazo"", ""id_venda"": 1699, ""id_entidade"": 2}"
"2025-02-24 20:06:32";"{""log"": ""venda_prazo"", ""id_venda"": 1702, ""id_entidade"": 2}"
"2025-02-24 20:17:13";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 77.5, ""id_produto"": 1, ""id_entidade"": 1}"
"2025-02-24 20:17:13";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 1}"
"2025-02-25 09:02:21";"{""log"": ""venda_prazo"", ""id_venda"": 1730, ""id_entidade"": 2}"
"2025-02-25 11:09:01";"{""log"": ""estorno_item"", ""id_venda"": 1734, ""id_entidade"": 2, ""id_vendaitem"": 2}"
"2025-02-25 11:09:30";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1731, ""id_entidade"": 2}"
"2025-02-25 11:11:22";"{""log"": ""venda_prazo"", ""id_venda"": 1735, ""id_entidade"": 2}"
"2025-02-25 13:05:31";"{""log"": ""venda_prazo"", ""id_venda"": 1741, ""id_entidade"": 2}"
"2025-02-25 14:26:26";"{""log"": ""venda_prazo"", ""id_venda"": 1744, ""id_entidade"": 2}"
"2025-02-25 14:26:52";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1736, ""id_entidade"": 2}"
"2025-02-25 16:07:07";"{""log"": ""estorno_venda"", ""obs"": ""Duplicado"", ""id_venda"": 1746, ""id_entidade"": 2}"
"2025-02-25 16:14:26";"{""log"": ""venda_prazo"", ""id_venda"": 1747, ""id_entidade"": 2}"
"2025-02-25 19:44:07";"{""log"": ""venda_prazo"", ""id_venda"": 1750, ""id_entidade"": 2}"
"2025-02-26 08:49:48";"{""log"": ""estorno_venda"", ""obs"": ""error"", ""id_venda"": 1753, ""id_entidade"": 2}"
"2025-02-26 08:50:01";"{""log"": ""estorno_venda"", ""obs"": ""eerro"", ""id_venda"": 1752, ""id_entidade"": 2}"
"2025-02-26 09:29:59";"{""log"": ""estorno_venda"", ""obs"": ""devolveu"", ""id_venda"": 1525, ""id_entidade"": 2}"
"2025-02-26 09:30:19";"{""log"": ""venda_prazo"", ""id_venda"": 1755, ""id_entidade"": 2}"
"2025-02-26 09:31:34";"{""log"": ""venda_prazo"", ""id_venda"": 1756, ""id_entidade"": 2}"
"2025-02-26 10:54:40";"{""log"": ""venda_prazo"", ""id_venda"": 1766, ""id_entidade"": 2}"
"2025-02-26 11:18:57";"{""log"": ""estorno_venda"", ""obs"": ""Duplicado"", ""id_venda"": 1758, ""id_entidade"": 2}"
"2025-02-26 11:19:13";"{""log"": ""estorno_venda"", ""obs"": ""Duplicado"", ""id_venda"": 1761, ""id_entidade"": 2}"
"2025-02-26 11:19:20";"{""log"": ""estorno_venda"", ""obs"": ""Duplicado"", ""id_venda"": 1767, ""id_entidade"": 2}"
"2025-02-26 11:48:25";"{""log"": ""venda_prazo"", ""id_venda"": 1769, ""id_entidade"": 2}"
"2025-02-26 16:15:19";"{""log"": ""venda_prazo"", ""id_venda"": 1774, ""id_entidade"": 2}"
"2025-02-26 16:47:54";"{""log"": ""venda_prazo"", ""id_venda"": 1776, ""id_entidade"": 2}"
"2025-02-26 19:00:23";"{""log"": ""estorno_venda"", ""obs"": ""Duplicado"", ""id_venda"": 1779, ""id_entidade"": 2}"
"2025-02-26 19:35:44";"{""log"": ""produto_estoque_add"", ""obs"": ""retorno "", ""qtd"": 12, ""custoun"": 77.5, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-26 19:44:08";"{""log"": ""produto_estoque_del"", ""obs"": ""enviou para troca"", ""qtd"": 1, ""custoun"": 295.92, ""id_produto"": 2, ""id_entidade"": 2}"
"2025-02-26 19:49:28";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 2, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-26 19:49:28";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 2, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-02-27 08:43:22";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1783, ""id_entidade"": 2}"
"2025-02-27 09:01:59";"{""log"": ""venda_prazo"", ""id_venda"": 1785, ""id_entidade"": 2}"
"2025-02-27 13:43:30";"{""log"": ""estorno_venda"", ""obs"": ""endereço nao existe"", ""id_venda"": 1794, ""id_entidade"": 2}"
"2025-02-27 16:40:28";"{""log"": ""venda_prazo"", ""id_venda"": 1799, ""id_entidade"": 2}"
"2025-02-27 18:43:04";"{""log"": ""estorno_venda"", ""obs"": ""Duplicado"", ""id_venda"": 1800, ""id_entidade"": 2}"
"2025-02-27 19:47:39";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1806, ""id_entidade"": 2}"
"2025-02-27 20:17:33";"{""log"": ""venda_prazo"", ""id_venda"": 1808, ""id_entidade"": 2}"
"2025-02-28 09:39:14";"{""log"": ""venda_prazo"", ""id_venda"": 1811, ""id_entidade"": 2}"
"2025-02-28 10:39:54";"{""log"": ""venda_prazo"", ""id_venda"": 1813, ""id_entidade"": 2}"
"2025-02-28 10:40:44";"{""log"": ""venda_prazo"", ""id_venda"": 1814, ""id_entidade"": 2}"
"2025-02-28 16:22:13";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1824, ""id_entidade"": 2}"
"2025-02-28 16:22:48";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1825, ""id_entidade"": 2}"
"2025-02-28 19:05:13";"{""log"": ""venda_prazo"", ""id_venda"": 1835, ""id_entidade"": 2}"
"2025-03-01 08:17:45";"{""log"": ""estorno_item"", ""id_venda"": 1837, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-03-01 08:17:58";"{""log"": ""estorno_item"", ""id_venda"": 1837, ""id_entidade"": 2, ""id_vendaitem"": 2}"
"2025-03-01 11:20:25";"{""log"": ""estorno_item"", ""id_venda"": 1846, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-03-01 12:18:49";"{""log"": ""venda_prazo"", ""id_venda"": 1850, ""id_entidade"": 2}"
"2025-03-01 12:29:36";"{""log"": ""venda_prazo"", ""id_venda"": 1854, ""id_entidade"": 2}"
"2025-03-01 12:30:11";"{""log"": ""venda_prazo"", ""id_venda"": 1855, ""id_entidade"": 2}"
"2025-03-01 12:30:41";"{""log"": ""venda_prazo"", ""id_venda"": 1856, ""id_entidade"": 2}"
"2025-03-01 12:37:03";"{""log"": ""venda_prazo"", ""id_venda"": 1858, ""id_entidade"": 2}"
"2025-03-01 12:37:33";"{""log"": ""venda_prazo"", ""id_venda"": 1859, ""id_entidade"": 2}"
"2025-03-01 12:40:16";"{""log"": ""estorno_venda"", ""obs"": ""Duplicado"", ""id_venda"": 1851, ""id_entidade"": 2}"
"2025-03-01 16:53:12";"{""log"": ""venda_prazo"", ""id_venda"": 1872, ""id_entidade"": 2}"
"2025-03-01 18:48:34";"{""log"": ""venda_prazo"", ""id_venda"": 1857, ""id_entidade"": 2}"
"2025-03-01 19:20:35";"{""log"": ""venda_prazo"", ""id_venda"": 1878, ""id_entidade"": 2}"
"2025-03-01 19:57:02";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 77.5, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-03-01 19:57:02";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-03-01 20:05:09";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 1861, ""id_entidade"": 2}"
"2025-03-01 20:05:50";"{""log"": ""venda_prazo"", ""id_venda"": 1879, ""id_entidade"": 2}"
"2025-03-02 09:15:31";"{""log"": ""estorno_item"", ""id_venda"": 1880, ""id_entidade"": 170, ""id_vendaitem"": 1}"
"2025-03-02 09:15:45";"{""log"": ""estorno_item"", ""id_venda"": 1880, ""id_entidade"": 170, ""id_vendaitem"": 2}"
"2025-03-02 12:31:49";"{""log"": ""venda_prazo"", ""id_venda"": 1886, ""id_entidade"": 170}"
"2025-03-02 13:05:53";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 1888, ""id_entidade"": 170}"
"2025-03-02 14:35:24";"{""log"": ""produto_estoque_secundario_del"", ""obs"": ""Enviou para distribuidora"", ""qtd"": 3, ""id_produto"": 1, ""id_entidade"": 1}"
"2025-03-02 14:59:21";"{""log"": ""estorno_venda"", ""obs"": ""pagou em dinheiro"", ""id_venda"": 1892, ""id_entidade"": 170}"
